-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2015 through 05/17/2026 in LST
Location: latitude  14.676   longitude 121.0437 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 201.16 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,PRECTOTCORR,RH2M,T2M
2021,3,13,2.8349,13.4,88.69,24.36
2021,3,14,2.9846,16.75,88.61,24.58
2021,3,15,3.2066,7.51,87.99,25.51
2021,3,16,5.8092,2.28,85.72,26.29
2021,3,17,5.795,3.4,85.22,26.26
2021,3,18,6.1471,3.15,85.74,26.23
2021,3,19,5.5099,2.2,86.19,26.25
2021,3,20,5.561,2.49,86.05,26.28
2021,3,21,5.2565,4.12,87.3,26.03
2021,3,22,4.6236,11.77,89.62,25.39
2021,3,23,4.2,10.11,85.62,24.82
2021,3,24,4.7933,1.96,84.55,25.09
2021,3,25,6.5654,0.68,82.57,25.6
2021,3,26,4.6255,3.72,85.33,25.68
2021,3,27,6.0583,0.7,82.44,26.4
2021,3,28,6.1874,0.13,79.58,26.74
2021,3,29,6.1102,0.3,81.65,26.94
2021,3,30,6.5383,0.0,81.0,26.78
2021,3,31,5.5157,0.07,81.75,26.56
2021,4,1,6.9713,0.03,80.36,26.21
2021,4,2,7.0483,0.0,78.88,25.64
2021,4,3,6.9775,0.0,79.98,25.57
2021,4,4,5.5966,0.59,80.27,25.95
2021,4,5,5.447,1.97,81.73,26.19
2021,4,6,5.303,0.22,79.14,26.38
2021,4,7,4.6738,0.23,77.78,25.56
2021,4,8,5.7372,0.54,76.83,25.67
2021,4,9,5.2978,2.67,79.69,25.72
2021,4,10,6.1846,0.8,77.01,25.51
2021,4,11,6.0708,0.98,77.34,25.34
2021,4,12,5.3177,1.92,79.06,26.16
2021,4,13,5.2114,4.38,81.18,26.94
2021,4,14,5.6657,5.35,84.32,26.56
2021,4,15,3.923,6.95,82.15,26.68
2021,4,16,6.1922,4.19,80.6,26.54
2021,4,17,5.7343,0.0,75.31,27.2
2021,4,18,5.4581,0.06,74.01,26.89
2021,4,19,6.0142,8.61,73.39,27.32
2021,4,20,4.3325,2.49,74.36,27.67
2021,4,21,4.8504,3.32,82.49,27.18
2021,4,22,5.5661,3.42,78.31,27.73
2021,4,23,5.9736,2.42,75.39,27.87
2021,4,24,6.9986,1.02,66.85,28.08
2021,4,25,5.8488,2.13,66.5,28.78
2021,4,26,4.4129,2.2,77.88,26.05
2021,4,27,4.1273,1.88,78.05,25.68
2021,4,28,5.8668,0.06,72.46,26.49
2021,4,29,6.7781,0.0,66.05,28.53
2021,4,30,6.9041,0.0,68.16,28.49
2021,5,1,7.325,0.09,70.27,27.73
2021,5,2,6.8458,1.87,76.15,27.48
2021,5,3,5.1929,1.96,77.07,27.45
2021,5,4,5.047,7.02,82.62,27.19
2021,5,5,6.4174,3.68,81.12,27.55
2021,5,6,5.9143,2.25,77.33,27.9
2021,5,7,5.568,4.22,84.06,27.12
2021,5,8,5.6767,3.73,87.33,26.56
2021,5,9,6.1519,1.21,79.11,27.99
2021,5,10,4.901,3.71,82.09,27.52
2021,5,11,4.9253,0.97,79.65,27.98
2021,5,12,6.1214,1.74,77.67,28.36
2021,5,13,6.8323,1.66,77.35,27.96
2021,5,14,6.3658,1.76,79.18,28.2
2021,5,15,6.0989,2.25,84.0,27.52
2021,5,16,6.6216,1.95,79.44,28.05
2021,5,17,6.6614,2.12,77.81,28.41
2021,5,18,4.381,7.93,87.99,27.31
2021,5,19,5.5474,1.96,80.69,28.15
2021,5,20,5.4914,2.72,78.44,28.07
2021,5,21,6.1706,3.59,79.17,28.55
2021,5,22,6.2638,1.8,74.7,28.92
2021,5,23,6.6737,1.45,73.01,29.14
2021,5,24,6.5599,1.53,74.1,28.79
2021,5,25,6.9634,0.95,74.9,28.67
2021,5,26,5.8574,0.86,68.13,29.87
2021,5,27,6.599,0.53,69.93,29.97
2021,5,28,6.4121,5.15,76.13,29.18
2021,5,29,7.1057,0.87,70.62,30.24
2021,5,30,6.444,0.82,70.35,30.56
2021,5,31,6.2057,1.27,70.14,30.55
2021,6,1,6.6382,2.77,75.47,29.63
2021,6,2,3.2158,33.69,91.72,27.27
2021,6,3,5.0662,15.42,83.95,27.49
2021,6,4,5.981,1.85,81.95,27.73
2021,6,5,6.6048,1.13,81.89,27.95
2021,6,6,4.9104,3.52,81.56,27.6
2021,6,7,5.4089,2.55,80.95,27.43
2021,6,8,4.0452,11.24,83.81,27.13
2021,6,9,3.3516,33.65,88.54,26.14
2021,6,10,4.9435,8.92,84.24,26.79
2021,6,11,3.3264,8.68,85.68,26.56
2021,6,12,3.0427,8.51,88.06,26.31
2021,6,13,4.8674,6.24,83.32,26.9
2021,6,14,6.239,1.16,83.85,26.59
2021,6,15,6.4874,0.09,80.41,27.31
2021,6,16,6.6005,0.0,82.2,27.16
2021,6,17,6.8945,0.31,80.15,27.88
2021,6,18,6.5146,0.14,81.4,27.72
2021,6,19,6.3497,0.3,83.19,27.13
2021,6,20,5.4638,2.13,85.99,27.0
2021,6,21,5.2994,5.22,88.07,26.27
2021,6,22,5.7566,3.33,83.41,26.51
2021,6,23,5.2466,2.97,84.24,26.54
2021,6,24,4.7225,1.95,85.2,26.11
2021,6,25,4.5667,5.45,85.97,25.88
2021,6,26,5.8406,2.95,79.67,27.27
2021,6,27,5.9119,3.3,76.56,27.91
2021,6,28,6.1625,3.85,78.76,27.99
2021,6,29,6.5962,1.77,80.75,27.75
2021,6,30,6.0809,0.69,81.64,27.49
2021,7,1,5.8562,7.09,81.95,27.81
2021,7,2,5.7142,7.16,82.62,27.74
2021,7,3,1.5562,36.27,83.85,26.95
2021,7,4,4.9778,30.8,90.23,26.53
2021,7,5,4.789,15.2,89.91,26.2
2021,7,6,4.085,10.6,92.53,25.59
2021,7,7,6.4978,4.86,86.7,26.31
2021,7,8,5.8668,17.12,90.23,26.64
2021,7,9,5.1302,7.36,92.34,26.44
2021,7,10,3.6818,18.07,91.33,26.16
2021,7,11,4.5814,8.52,87.49,26.47
2021,7,12,4.3853,5.12,89.18,26.92
2021,7,13,4.241,7.9,87.19,26.9
2021,7,14,4.8684,3.36,78.36,27.81
2021,7,15,5.4874,3.32,81.25,27.58
2021,7,16,5.4946,4.96,84.54,26.9
2021,7,17,4.7839,5.32,86.87,26.72
2021,7,18,5.0237,5.5,86.2,26.36
2021,7,19,3.9012,6.53,89.92,26.28
2021,7,20,3.4406,16.37,94.58,26.11
2021,7,21,1.6073,35.8,94.08,26.36
2021,7,22,2.1631,54.48,92.21,26.6
2021,7,23,2.1691,58.42,92.41,26.54
2021,7,24,0.9629,39.15,93.6,26.39
2021,7,25,2.4581,11.14,90.76,26.59
2021,7,26,4.3546,4.19,90.16,26.8
2021,7,27,3.918,15.96,91.06,26.81
2021,7,28,2.7137,18.39,92.91,26.57
2021,7,29,3.1848,12.91,91.16,26.68
2021,7,30,4.5055,2.77,91.35,26.81
2021,7,31,4.3783,0.96,91.07,26.65
2021,8,1,4.9596,4.16,89.74,26.84
2021,8,2,4.674,7.03,90.71,26.68
2021,8,3,4.0673,3.26,89.67,26.79
2021,8,4,4.7534,2.07,89.45,26.84
2021,8,5,4.9709,3.07,88.68,27.02
2021,8,6,5.2325,2.53,88.06,27.05
2021,8,7,5.5476,0.74,87.47,27.1
2021,8,8,5.6273,1.38,87.61,26.98
2021,8,9,5.6813,4.04,86.79,26.89
2021,8,10,4.3795,15.01,89.49,25.83
2021,8,11,4.6222,1.26,89.38,25.42
2021,8,12,4.3498,0.06,82.11,26.63
2021,8,13,5.4602,0.42,77.37,27.57
2021,8,14,5.0527,6.15,79.13,27.15
2021,8,15,4.2926,9.54,79.18,27.6
2021,8,16,5.9083,0.62,81.22,27.34
2021,8,17,4.6613,0.79,84.37,27.01
2021,8,18,6.1462,5.0,78.28,27.8
2021,8,19,5.8258,14.54,78.12,28.12
2021,8,20,5.4893,7.66,77.73,28.12
2021,8,21,3.9922,7.69,84.76,27.2
2021,8,22,5.8214,3.89,83.93,27.22
2021,8,23,5.3146,6.26,83.56,26.99
2021,8,24,4.2408,6.73,82.54,26.83
2021,8,25,3.9038,10.08,87.47,26.01
2021,8,26,2.5226,13.01,89.79,25.51
2021,8,27,3.7608,11.83,88.22,25.88
2021,8,28,5.0986,8.41,89.59,26.58
2021,8,29,3.8398,21.66,92.42,25.85
2021,8,30,4.7755,6.25,84.45,26.7
2021,8,31,3.2179,8.49,86.23,26.75
2021,9,1,2.981,10.55,85.98,26.68
2021,9,2,5.4806,6.45,81.31,27.2
2021,9,3,5.9023,23.15,82.85,26.91
2021,9,4,5.971,19.76,87.6,26.15
2021,9,5,5.1538,6.68,84.98,26.81
2021,9,6,4.1623,21.5,86.74,26.58
2021,9,7,1.6066,13.59,91.89,26.07
2021,9,8,0.9744,98.37,95.0,25.71
2021,9,9,5.4924,1.8,85.85,26.79
2021,9,10,4.1071,7.31,90.77,26.06
2021,9,11,2.5291,18.08,92.5,25.91
2021,9,12,3.4022,5.85,92.35,25.85
2021,9,13,4.7443,2.84,82.43,27.12
2021,9,14,6.2174,3.09,86.71,26.37
2021,9,15,5.5891,2.33,88.96,26.32
2021,9,16,4.1882,23.34,83.41,26.97
2021,9,17,5.4214,7.16,88.42,25.84
2021,9,18,5.1413,14.17,90.37,26.45
2021,9,19,1.6459,17.92,92.53,26.14
2021,9,20,3.732,14.89,90.64,26.32
2021,9,21,4.8883,4.82,90.8,26.0
2021,9,22,4.5161,5.44,89.38,26.18
2021,9,23,5.4199,7.25,87.39,26.54
2021,9,24,4.7174,7.42,88.57,26.0
2021,9,25,4.83,12.09,89.3,26.23
2021,9,26,5.6042,3.9,84.84,27.29
2021,9,27,2.8157,11.22,85.56,27.42
2021,9,28,5.5862,12.46,85.1,27.45
2021,9,29,4.8886,9.53,87.6,27.22
2021,9,30,3.205,16.52,89.39,26.96
2021,10,1,5.1782,1.51,85.34,27.18
2021,10,2,3.4193,10.52,88.28,26.96
2021,10,3,3.5772,17.41,92.5,25.95
2021,10,4,3.6946,23.52,93.28,26.2
2021,10,5,1.4604,20.77,92.56,26.39
2021,10,6,3.3564,1.31,83.33,26.93
2021,10,7,3.8599,0.6,84.26,26.9
2021,10,8,3.799,3.84,84.58,27.08
2021,10,9,4.704,1.52,88.7,26.69
2021,10,10,5.3585,0.59,86.62,27.38
2021,10,11,3.2232,6.32,89.39,26.47
2021,10,12,2.8135,12.9,91.25,26.05
2021,10,13,3.8885,9.94,87.42,26.38
2021,10,14,2.3198,5.87,90.02,25.93
2021,10,15,4.0673,27.47,92.65,25.57
2021,10,16,4.639,11.48,91.94,25.67
2021,10,17,4.1753,17.69,92.05,25.83
2021,10,18,1.645,12.93,91.13,25.45
2021,10,19,5.5385,1.51,87.48,26.04
2021,10,20,3.1507,8.36,91.97,25.71
2021,10,21,3.8174,11.13,91.27,25.86
2021,10,22,5.0873,2.96,87.16,25.95
2021,10,23,3.2851,13.16,91.63,25.83
2021,10,24,1.7472,22.89,93.83,25.24
2021,10,25,1.1971,18.94,90.97,25.01
2021,10,26,3.995,11.42,90.33,25.56
2021,10,27,4.9937,2.7,87.57,25.75
2021,10,28,2.8932,9.25,89.35,25.27
2021,10,29,5.2178,1.04,86.33,25.11
2021,10,30,4.6394,0.84,86.76,25.39
2021,10,31,5.1828,2.89,86.2,24.73
2021,11,1,4.6961,4.77,87.43,25.45
2021,11,2,4.4194,4.26,86.77,25.28
2021,11,3,4.7568,3.95,87.23,24.97
2021,11,4,4.5017,2.42,87.73,25.51
2021,11,5,3.5664,16.26,91.2,25.99
2021,11,6,5.3215,5.21,89.92,26.26
2021,11,7,3.3101,8.37,94.06,25.6
2021,11,8,3.15,20.65,93.4,25.74
2021,11,9,4.4309,6.19,88.85,25.56
2021,11,10,4.5746,0.3,88.19,25.45
2021,11,11,4.8444,3.19,89.53,25.46
2021,11,12,3.2998,8.17,93.02,25.49
2021,11,13,3.3139,8.53,93.22,25.83
2021,11,14,3.7788,6.03,90.48,26.01
2021,11,15,4.5382,6.77,89.22,25.99
2021,11,16,4.3378,7.17,89.66,26.11
2021,11,17,4.1292,6.61,91.93,25.68
2021,11,18,4.3526,1.65,87.71,25.6
2021,11,19,4.1486,2.41,87.9,26.04
2021,11,20,2.1374,10.53,87.72,25.96
2021,11,21,4.4321,6.86,87.15,26.5
2021,11,22,4.5605,2.85,87.0,26.34
2021,11,23,2.4694,10.92,91.11,25.7
2021,11,24,4.3831,3.8,89.39,25.84
2021,11,25,3.269,17.52,93.39,25.66
2021,11,26,2.79,20.4,92.8,25.2
2021,11,27,3.4121,8.37,93.02,25.35
2021,11,28,1.5264,16.02,94.36,25.39
2021,11,29,4.153,3.22,91.53,25.67
2021,11,30,4.9632,2.08,85.0,26.76
2021,12,1,3.1018,3.28,88.06,25.38
2021,12,2,3.8597,1.53,86.52,23.57
2021,12,3,3.7925,1.52,85.28,23.13
2021,12,4,3.5374,3.72,84.03,22.48
2021,12,5,4.4266,1.59,81.0,22.44
2021,12,6,3.6797,1.79,85.13,23.01
2021,12,7,2.7622,4.39,87.88,23.34
2021,12,8,4.001,2.62,80.72,23.23
2021,12,9,4.0543,0.68,82.05,22.95
2021,12,10,3.6324,0.82,85.13,23.4
2021,12,11,1.896,9.66,89.97,24.5
2021,12,12,2.7348,7.02,88.45,24.75
2021,12,13,2.8666,4.08,88.81,24.03
2021,12,14,4.2024,0.32,82.97,23.69
2021,12,15,2.8949,2.33,88.13,24.07
2021,12,16,2.9827,4.73,88.79,24.67
2021,12,17,1.4414,22.49,91.08,25.5
2021,12,18,3.1109,12.35,92.88,25.37
2021,12,19,2.0436,0.85,91.91,25.34
2021,12,20,3.7363,6.33,92.29,25.42
2021,12,21,4.2326,7.96,93.74,25.35
2021,12,22,3.2542,3.36,88.31,25.93
2021,12,23,4.5859,0.97,86.67,25.25
2021,12,24,4.3162,1.65,86.35,24.73
2021,12,25,3.3864,11.27,90.25,24.54
2021,12,26,2.491,23.23,90.06,24.4
2021,12,27,1.973,32.37,89.84,23.17
2021,12,28,2.8236,3.55,86.46,22.93
2021,12,29,3.6818,2.85,86.59,23.48
2021,12,30,4.0543,1.8,84.81,23.19
2021,12,31,4.698,0.93,81.57,22.52
2022,1,1,3.6583,1.73,83.46,22.55
2022,1,2,2.6273,0.97,83.18,22.42
2022,1,3,4.283,0.46,83.51,22.61
2022,1,4,4.4671,1.01,83.92,22.54
2022,1,5,4.7585,2.08,86.06,22.82
2022,1,6,4.0918,0.71,85.97,23.08
2022,1,7,4.3474,0.79,85.78,23.53
2022,1,8,3.5647,2.3,87.63,24.35
2022,1,9,4.567,0.3,84.66,24.56
2022,1,10,4.9745,0.0,81.65,24.97
2022,1,11,5.1895,0.0,77.9,24.72
2022,1,12,4.0627,5.56,85.2,23.17
2022,1,13,2.8214,5.73,85.81,23.02
2022,1,14,3.1944,2.22,84.95,22.36
2022,1,15,4.0274,0.48,81.62,21.89
2022,1,16,4.1741,0.98,83.39,22.32
2022,1,17,4.3517,0.06,81.38,22.07
2022,1,18,5.0474,0.02,81.47,22.43
2022,1,19,3.3161,2.61,86.36,23.78
2022,1,20,2.9743,4.31,87.72,24.13
2022,1,21,3.174,8.21,87.82,24.44
2022,1,22,4.0644,10.07,87.78,24.39
2022,1,23,4.1674,1.08,86.04,24.6
2022,1,24,3.9941,0.37,85.37,24.93
2022,1,25,4.675,5.91,86.08,24.72
2022,1,26,2.5584,29.75,93.15,24.49
2022,1,27,4.0702,9.36,90.0,25.03
2022,1,28,4.0846,2.98,85.78,25.75
2022,1,29,5.1641,0.03,81.47,26.2
2022,1,30,4.6745,3.96,84.86,25.81
2022,1,31,3.8366,4.43,85.7,24.11
2022,2,1,4.0802,3.54,86.05,23.95
2022,2,2,3.1841,6.9,87.26,23.91
2022,2,3,2.9028,13.3,88.62,24.33
2022,2,4,4.879,1.99,85.08,24.23
2022,2,5,3.5954,0.99,82.49,24.32
2022,2,6,4.1491,4.1,83.86,24.06
2022,2,7,2.8644,10.55,88.69,24.33
2022,2,8,4.1729,1.21,85.3,25.04
2022,2,9,4.7232,0.82,84.25,24.55
2022,2,10,4.4167,1.09,83.92,24.3
2022,2,11,4.0186,2.07,84.22,24.24
2022,2,12,3.7423,3.78,87.03,24.36
2022,2,13,3.9336,11.28,90.17,24.69
2022,2,14,4.0102,5.09,83.88,25.62
2022,2,15,4.5874,0.9,82.94,24.83
2022,2,16,4.6337,3.61,84.92,24.81
2022,2,17,3.461,6.89,86.12,24.92
2022,2,18,4.7633,1.88,83.69,25.48
2022,2,19,4.4357,0.77,82.61,25.77
2022,2,20,4.7465,2.7,85.74,25.36
2022,2,21,3.8424,7.81,86.66,24.81
2022,2,22,2.4938,25.82,89.27,24.87
2022,2,23,3.4063,6.25,86.26,24.6
2022,2,24,5.3746,0.72,82.3,24.73
2022,2,25,5.0904,2.31,83.71,24.36
2022,2,26,3.8806,8.22,87.14,24.31
2022,2,27,4.7054,5.67,85.64,24.78
2022,2,28,5.2315,0.7,82.01,24.48
2022,3,1,5.555,0.74,82.46,24.77
2022,3,2,4.4316,2.41,83.32,25.16
2022,3,3,5.3016,6.67,84.26,25.33
2022,3,4,4.3658,0.58,81.5,24.76
2022,3,5,5.8867,0.08,81.95,25.23
2022,3,6,5.9818,0.0,79.11,24.51
2022,3,7,6.0302,0.01,76.12,25.42
2022,3,8,4.5394,0.84,80.47,25.3
2022,3,9,3.6374,0.68,80.54,24.68
2022,3,10,4.5634,2.89,82.38,24.87
2022,3,11,4.5569,3.58,86.38,26.08
2022,3,12,5.9412,11.75,83.64,26.96
2022,3,13,3.8918,20.34,88.84,25.97
2022,3,14,4.939,9.07,85.63,26.39
2022,3,15,4.919,4.05,83.09,26.72
2022,3,16,4.7064,5.12,87.52,26.4
2022,3,17,5.3266,2.47,86.49,26.48
2022,3,18,5.7,1.23,82.34,26.57
2022,3,19,5.4751,1.31,83.64,26.38
2022,3,20,5.8826,2.53,87.73,26.0
2022,3,21,5.3201,1.64,83.45,26.32
2022,3,22,6.1046,0.51,83.55,26.79
2022,3,23,6.0353,1.9,80.45,27.1
2022,3,24,6.0931,2.26,82.27,26.37
2022,3,25,5.7353,1.33,81.68,26.8
2022,3,26,6.3178,1.1,82.18,26.87
2022,3,27,5.9676,0.89,80.9,26.98
2022,3,28,5.6719,1.07,80.28,26.51
2022,3,29,5.2846,5.03,86.11,26.06
2022,3,30,6.1186,7.27,84.62,26.35
2022,3,31,5.6676,1.2,82.67,26.61
2022,4,1,5.28,10.89,85.25,26.19
2022,4,2,6.4226,1.05,78.15,25.55
2022,4,3,6.2971,0.09,76.74,25.47
2022,4,4,5.9227,14.15,79.52,25.56
2022,4,5,0.7478,41.37,88.39,25.83
2022,4,6,3.4786,18.9,88.56,25.41
2022,4,7,4.4902,5.23,85.42,25.86
2022,4,8,2.9302,9.43,87.39,25.63
2022,4,9,5.6882,9.52,83.41,26.07
2022,4,10,3.7454,4.5,87.14,25.3
2022,4,11,3.2184,16.27,90.59,25.07
2022,4,12,3.3336,12.72,81.43,26.54
2022,4,13,4.2235,4.63,81.38,26.61
2022,4,14,6.4572,1.68,79.17,27.13
2022,4,15,6.2582,2.68,80.82,27.13
2022,4,16,4.7446,14.02,89.55,25.66
2022,4,17,3.0578,7.9,85.15,25.62
2022,4,18,6.5784,1.34,81.29,25.47
2022,4,19,5.9318,0.69,81.12,25.35
2022,4,20,4.6699,1.02,81.23,25.99
2022,4,21,6.3065,2.6,83.58,27.0
2022,4,22,5.9311,6.3,85.92,26.67
2022,4,23,7.0572,2.33,81.2,26.45
2022,4,24,6.2892,4.54,82.54,27.28
2022,4,25,4.4201,6.21,88.11,26.51
2022,4,26,4.9987,5.59,89.86,26.37
2022,4,27,5.8202,12.13,87.89,26.62
2022,4,28,5.833,7.65,88.39,26.51
2022,4,29,5.7506,3.6,85.42,27.2
2022,4,30,5.3789,1.17,84.31,26.89
2022,5,1,6.0242,0.28,79.61,27.45
2022,5,2,6.2194,0.17,78.43,27.41
2022,5,3,6.0074,0.1,77.98,27.53
2022,5,4,6.756,0.63,77.94,27.5
2022,5,5,6.522,0.37,77.39,27.81
2022,5,6,7.0327,0.52,79.08,27.75
2022,5,7,6.3677,0.26,79.71,27.86
2022,5,8,6.6828,0.45,78.82,27.79
2022,5,9,6.8616,0.69,78.06,27.39
2022,5,10,6.4176,1.08,78.57,27.14
2022,5,11,6.3482,0.44,76.81,27.8
2022,5,12,6.9314,0.34,75.84,28.34
2022,5,13,6.4205,9.1,77.88,28.67
2022,5,14,5.9767,4.78,75.12,29.21
2022,5,15,4.517,24.89,84.17,27.8
2022,5,16,4.2499,12.26,81.95,27.77
2022,5,17,5.118,15.54,84.71,27.07
2022,5,18,4.6001,11.5,85.98,26.69
2022,5,19,4.1299,11.15,87.28,26.38
2022,5,20,4.9279,16.13,83.91,26.43
2022,5,21,5.0921,6.36,77.93,27.18
2022,5,22,5.1154,9.55,81.2,27.21
2022,5,23,5.4151,14.56,81.4,27.67
2022,5,24,6.5201,3.85,80.68,27.88
2022,5,25,5.521,2.57,81.68,27.63
2022,5,26,6.1248,6.7,82.03,27.78
2022,5,27,6.4901,13.15,80.63,27.77
2022,5,28,3.204,8.34,87.83,26.39
2022,5,29,6.3502,0.87,78.89,27.36
2022,5,30,5.6674,1.82,80.14,27.72
2022,5,31,5.0839,5.46,83.72,26.78
2022,6,1,2.2858,10.28,92.64,26.11
2022,6,2,6.5302,7.08,89.06,26.44
2022,6,3,6.8698,4.78,79.23,27.45
2022,6,4,6.775,0.19,74.84,28.37
2022,6,5,6.5201,0.62,72.23,28.9
2022,6,6,6.3442,2.96,73.94,28.65
2022,6,7,6.3082,3.44,79.26,27.62
2022,6,8,5.293,3.43,76.71,28.1
2022,6,9,5.8567,2.76,82.19,27.34
2022,6,10,6.6365,2.78,82.76,27.52
2022,6,11,6.3278,3.79,83.03,27.13
2022,6,12,5.1216,7.95,82.14,27.63
2022,6,13,6.3209,8.0,79.89,28.15
2022,6,14,6.2431,6.69,84.87,26.98
2022,6,15,5.3952,5.03,79.46,27.31
2022,6,16,5.2591,11.21,80.86,27.72
2022,6,17,6.5964,6.38,80.73,27.8
2022,6,18,5.6995,5.13,84.69,27.21
2022,6,19,6.4476,4.08,81.19,27.74
2022,6,20,6.1308,6.85,84.26,27.28
2022,6,21,4.739,6.41,86.58,26.49
2022,6,22,5.8572,17.93,87.61,26.11
2022,6,23,4.6039,9.86,84.01,26.76
2022,6,24,4.8288,5.42,86.04,26.63
2022,6,25,4.0886,2.15,82.04,27.28
2022,6,26,3.667,16.02,86.07,26.98
2022,6,27,3.9929,21.93,87.78,26.24
2022,6,28,3.4363,40.83,91.46,25.61
2022,6,29,4.5814,13.94,86.65,25.84
2022,6,30,4.7558,6.99,89.17,26.57
2022,7,1,4.721,6.24,90.76,26.18
2022,7,2,4.5132,2.23,89.87,26.0
2022,7,3,4.7117,0.07,84.66,26.87
2022,7,4,4.4405,5.45,82.49,27.6
2022,7,5,3.954,5.07,79.94,27.66
2022,7,6,4.5883,13.25,84.62,26.9
2022,7,7,4.3687,13.37,86.05,27.02
2022,7,8,4.014,16.07,91.57,26.01
2022,7,9,5.4173,13.13,87.12,27.19
2022,7,10,5.406,12.27,84.23,27.94
2022,7,11,5.2188,12.97,84.14,27.78
2022,7,12,2.2546,14.05,80.96,28.04
2022,7,13,4.555,1.13,84.49,26.91
2022,7,14,6.1586,0.53,81.98,27.66
2022,7,15,6.053,1.74,78.44,28.29
2022,7,16,5.8361,13.19,81.07,28.69
2022,7,17,4.9675,15.93,86.19,27.25
2022,7,18,4.067,12.71,88.21,26.33
2022,7,19,5.963,7.24,83.29,26.94
2022,7,20,3.6806,18.59,86.8,27.01
2022,7,21,1.2358,18.37,91.35,26.72
2022,7,22,5.4648,11.27,88.53,27.16
2022,7,23,5.6868,5.49,86.06,27.36
2022,7,24,6.2472,4.37,85.14,27.16
2022,7,25,5.623,4.55,84.07,26.99
2022,7,26,5.2051,2.45,79.36,28.06
2022,7,27,5.3825,3.44,88.01,27.04
2022,7,28,5.1528,6.25,90.1,26.76
2022,7,29,4.6291,9.2,91.75,26.65
2022,7,30,3.7289,18.66,90.06,26.44
2022,7,31,4.1616,25.89,89.87,26.01
2022,8,1,4.842,15.22,89.24,25.87
2022,8,2,4.6248,8.96,83.15,26.83
2022,8,3,4.9846,2.72,83.27,27.18
2022,8,4,3.3139,20.2,89.26,26.44
2022,8,5,0.942,70.65,94.93,25.13
2022,8,6,4.0363,13.22,89.79,25.39
2022,8,7,2.9402,2.66,88.38,25.29
2022,8,8,3.2402,4.6,90.69,25.32
2022,8,9,5.0935,8.44,88.61,26.07
2022,8,10,5.0366,5.41,89.75,26.06
2022,8,11,5.1622,2.91,88.52,25.83
2022,8,12,6.271,4.71,83.84,27.09
2022,8,13,5.245,15.96,85.43,26.91
2022,8,14,3.4042,6.8,82.79,27.41
2022,8,15,2.9683,14.51,93.01,25.71
2022,8,16,5.3328,1.62,88.28,26.08
2022,8,17,3.5808,1.56,89.65,25.89
2022,8,18,4.3985,4.72,87.06,25.84
2022,8,19,4.9706,3.41,81.78,26.72
2022,8,20,4.849,2.91,82.31,26.81
2022,8,21,4.998,3.91,84.08,26.74
2022,8,22,1.0342,19.4,93.79,25.54
2022,8,23,2.2414,31.08,91.98,25.13
2022,8,24,3.8179,14.05,89.56,25.93
2022,8,25,5.7811,1.71,83.93,26.96
2022,8,26,5.6242,4.81,85.59,26.59
2022,8,27,2.8514,16.42,85.7,26.54
2022,8,28,5.2949,16.08,90.35,26.43
2022,8,29,6.1867,8.07,84.59,27.05
2022,8,30,4.2041,6.78,82.69,27.47
2022,8,31,3.8405,7.77,89.8,26.66
2022,9,1,5.5882,6.73,89.39,26.18
2022,9,2,3.0156,16.53,93.38,25.99
2022,9,3,3.0283,23.73,92.85,25.99
2022,9,4,4.9495,6.82,92.17,26.31
2022,9,5,4.7431,2.53,89.0,26.32
2022,9,6,5.5548,5.93,84.34,26.87
2022,9,7,6.0058,5.27,87.11,26.83
2022,9,8,6.6814,1.2,81.99,28.08
2022,9,9,4.5619,25.45,90.94,26.78
2022,9,10,3.8568,8.47,92.94,25.71
2022,9,11,5.4569,5.62,88.83,26.01
2022,9,12,5.0033,1.57,87.91,26.37
2022,9,13,5.3525,0.66,89.28,26.37
2022,9,14,5.4703,2.74,88.38,26.64
2022,9,15,5.088,1.23,89.51,26.45
2022,9,16,4.9435,15.57,91.0,25.51
2022,9,17,4.9687,4.57,85.69,25.85
2022,9,18,5.1845,2.4,87.83,26.1
2022,9,19,3.1742,18.96,92.68,25.92
2022,9,20,2.2514,13.26,90.11,25.52
2022,9,21,5.1917,12.18,88.61,25.38
2022,9,22,3.9065,4.94,85.76,26.03
2022,9,23,4.6879,16.92,91.98,25.26
2022,9,24,5.1917,7.21,86.44,26.07
2022,9,25,0.7877,73.23,95.02,25.24
2022,9,26,4.6363,24.88,88.61,26.4
2022,9,27,4.6219,31.29,93.12,25.78
2022,9,28,5.1058,11.91,89.94,26.4
2022,9,29,4.4906,7.25,84.9,26.92
2022,9,30,3.8815,9.82,91.65,25.37
2022,10,1,5.3962,4.32,89.4,25.93
2022,10,2,3.5777,16.29,93.97,25.57
2022,10,3,1.8487,15.58,93.91,25.93
